countyCode,countyName,cityCode,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
AL,Albania,106078,Albanien,6063733,Hotel Vila Tirana,ThreeStar,Rruga Servet Libohova Blloku I Vilave Selite  ,,"Situated in Tirana, within 2.9 km of Skanderbeg Square and 7.6 km of Dajti Ekspres Cable Car, Hotel Vila Tirana features accommodation with a shared lounge and as well as free private parking for guests who drive. With a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property is non-smoking and is set 2.5 km from Former Residence of Enver Hoxha.

At the hotel, each room comes with a wardrobe. The rooms are fitted with a desk and a flat-screen TV, and some units at Hotel Vila Tirana have a balcony. All rooms have a safety deposit box.

Rock of Kavaje is 43 km from the accommodation, while Pyramid of Tirana is 2.6 km from the property. The nearest airport is Tirana International Mother Teresa Airport, 14 km from Hotel Vila Tirana. In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,Accessible parking Street parking secured parking wifi available in all areas Private parking parking on site shared lounge/TV area Non-smoking throughout Shared kitchen Free WiFi Air conditioning wifi Fax/photocopying Heating internet services Free parking Family rooms Non-smoking rooms Garden Parking contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Key card access Key access 24-hour security face masks for guests available thermometers for guests provided by property guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies invoice provided screens or physical barriers placed between staff and guests in appropriate areas physical distancing rules followed cashless payment available,41.31556|19.80021,,1001,https://www.booking.com/hotel/al/vila-tirana.html
AL,Albania,106078,Albanien,6096314,F&M Hotel,ThreeStar,Rruga Isuf Elezi  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Artificial Lake of Tirana - 1.6 km / 1 mi <br /> Grand Park of Tirana - 1.6 km / 1 mi <br /> Selman Stermasi Stadium - 1.6 km / 1 mi <br /> Catholic Church of St. Marie - 1.8 km / 1.1 mi <br /> Former Residence of Enver Hoxha - 2.1 km / 1.3 mi <br /> Regency Casino - 2.1 km / 1.3 mi <br /> Artificial Lake Park Playground - 2.2 km / 1.3 mi <br /> Martyrs  Cemetery - 2.2 km / 1.4 mi <br /> Pyramid - 2.2 km / 1.4 mi <br /> Enver Hoxha Pyramid - 2.3 km / 1.4 mi <br /> Orthodox Church of the Holy Evangelist - 2.3 km / 1.4 mi <br /> University of Tirana - 2.3 km / 1.4 mi <br /> Congress Building - 2.3 km / 1.4 mi <br /> Ministry of Defense - 2.3 km / 1.4 mi <br /> National Art Gallery - 2.3 km / 1.5 mi <br /> </p><p>The nearest major airport is Nene Tereza Intl. Airport (TIA) - 17.5 km / 10.8 mi</p>,"<p>HeadLine : Near Selman Stermasi Stadium</p><p>Location : Located in Tirana, F&M Hotel is within a 5-minute drive of Artificial Lake of Tirana and Grand Park of Tirana.  This hotel is 1.9 mi (3 km) from Ministry of Defense and 1.6 mi (2.6 km) from Skanderbeg Square.</p><p>Rooms : Make yourself at home in one of the 17 air-conditioned rooms featuring minibars and flat-screen televisions. Complimentary wireless Internet access is available to keep you connected. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes, housekeeping is provided daily, and rollaway/extra beds (surcharge) can be requested.</p><p>Dining : At F&M Hotel, enjoy a satisfying meal at the restaurant. Cooked-to-order breakfasts are available daily from 7:00 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve rollaway/extra beds</li><li>This property accepts cash</li>  </ul></p><p>Special Instructions : To make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival.</p>",,Free WiFi Breakfast available (surcharge) 24-hour front desk Free self parking elevator Designated smoking areas,41.31755|19.798739,355-693295805,,
AL,Albania,106078,Albanien,6098729,Hotel Light,ThreeStar,Rruga Aleksandri i Madh  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Unknown Partisan monument - 1.9 km / 1.2 mi <br /> Tomb of Kaplan Pasha - 1.9 km / 1.2 mi <br /> Martyrs  Cemetery - 3.1 km / 1.9 mi <br /> Catholic Church of St. Marie - 3.1 km / 1.9 mi <br /> Tirana Expo Centre - 3.2 km / 2 mi <br /> Orthodox Church of the Holy Evangelist - 3.4 km / 2.1 mi <br /> Selman Stermasi Stadium - 3.5 km / 2.2 mi <br /> National Bank of Albania - 3.7 km / 2.3 mi <br /> Grand Park of Tirana - 3.8 km / 2.3 mi <br /> Artificial Lake of Tirana - 3.8 km / 2.3 mi <br /> National Museum of History - 3.9 km / 2.4 mi <br /> National Arts Gallery - 3.9 km / 2.4 mi <br /> Former Residence of Enver Hoxha - 3.9 km / 2.4 mi <br /> Regency Casino - 3.9 km / 2.5 mi <br /> Palace of Culture - 4 km / 2.5 mi <br /> </p><p>The preferred airport for Hotel Light is Nene Tereza Intl. Airport (TIA) - 16.2 km / 10.1 mi </p>,"<p>HeadLine : Near Unknown Partisan monument</p><p>Location : Located in Kashar, Hotel Light is within a 10-minute drive of Pyramid and Municipality of Tirana.  This hotel is 2.8 mi (4.5 km) from Et Hem Bey Mosque and 2.8 mi (4.5 km) from Skanderbeg Square.</p><p>Rooms : Make yourself at home in one of the 39 air-conditioned rooms featuring minibars and flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms have hair dryers and slippers. Conveniences include desks and blackout drapes/curtains, and housekeeping is provided daily.</p><p>Dining : Take advantage of the hotel s room service (during limited hours). Quench your thirst with your favorite drink at the bar/lounge. A complimentary buffet breakfast is served daily from 7:30 AM to 10:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve cribs/infant beds and onsite parking</li><li>This property accepts credit cards, debit cards, and cash</li><li>Long-term renters welcome</li><li>Safety features at this property include a smoke detector</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",,Number of meeting rooms - 1 Coin laundry on site Free breakfast Luggage storage Parking (limited spaces) Conference space size (feet) - 431 Free Buffet Breakfast Hair salon Offsite parking reservations required Conference space Free self parking elevator Accessible bathroom (in select rooms) Smoke-free property Safe-deposit box at front desk Daily Number of bars/lounges - 1 Free WiFi 24-hour front desk Conference space size (meters) - 40,41.329552|19.782016,355-694246059,,
AL,Albania,106078,Albanien,6117250,"House With 2 Bedrooms in Berat, With Wifi",ThreeStar,Rruga Mihal Komnena  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Ethnographic Museum - 0.4 km / 0.2 mi <br /> Berat Castle - 0.8 km / 0.5 mi <br /> </p>,"<p>HeadLine : Near Ethnographic Museum</p><p>Location : With a stay at this vacation home in Berat, you ll be a 4-minute walk from Ethnographic Museum and 10 minutes by foot from Berat Castle.</p><p>Rooms : Make yourself comfortable in this vacation home, featuring a kitchen with a refrigerator and a stovetop. Complimentary wireless Internet access is available to keep you connected.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit/debit cards</li>  </ul></p><p>Special Instructions : There is no front desk at this property. Guests will receive an email with special check-in instructions.</p>",,Outdoor tennis court Internet access Smoke-free property Free parking nearby Free WiFi Free self parking,40.70663|19.950631,33175435488,5001,
AL,Albania,106078,Albanien,6118879,Vila LILI Guest House - Berat,ThreeStar,Rruga Santa Lucia  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Cobo Winery - 1.5 km / 0.9 mi <br /> Ethnographic Museum - 1.7 km / 1.1 mi <br /> Onufri Museum - 2.4 km / 1.5 mi <br /> Berat Castle - 2.4 km / 1.5 mi <br /> Kalasa - 2.7 km / 1.7 mi <br /> Mangalem Quarter - 2.7 km / 1.7 mi <br /> Churches & Chapels - 2.7 km / 1.7 mi <br /> Chapel of St Michael - 2.7 km / 1.7 mi <br /> Tomorri Mountain National Park - 19.3 km / 12 mi <br /> Mount Shpirag - 23.5 km / 14.6 mi <br /> Sotira s Waterfall - 39.5 km / 24.6 mi <br /> Nativity of the Virgin Ardenica Orthodox Monastery - 50 km / 31.1 mi <br /> </p><p>The preferred airport for Vila LILI Guest House - Berat is Nene Tereza Intl. Airport (TIA) - 120.2 km / 74.7 mi </p>,"<p>HeadLine : Near Cobo Winery</p><p>Location : With a stay at Vila LILI Guest House - Berat in Berat, you ll be within a 5-minute drive of Cobo Winery and Ethnographic Museum.  This guesthouse is 1.7 mi (2.7 km) from Onufri Museum and 1.8 mi (2.8 km) from Berat Castle.</p><p>Rooms : Make yourself at home in one of the 5 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access is available to keep you connected. Bathrooms with showers are provided. Housekeeping is provided daily, and rollaway/extra beds (surcharge) can be requested.</p><p>Dining : At Vila LILI Guest House - Berat, enjoy a satisfying meal at the restaurant. A complimentary local cuisine breakfast is served daily from 7:30 AM to 10:00 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve cribs/infant beds</li><li>This property accepts cash</li>  </ul></p><p>Special Instructions : This property doesn t offer after-hours check-in. Front desk staff will greet guests on arrival.</p>",,Free WiFi Terrace 24-hour front desk Free breakfast (local cuisine) Free self parking Free breakfast Laundry facilities Smoke-free property Garden Daily,40.696177|19.959889,39-3480348101,,
AL,Albania,106078,Albanien,6130070,Ocean view Penthouse,ThreeStar,"Velipoja Beach,Rruga 1  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Kune Beach - 47.2 km / 29.3 mi <br /> Rana e Hedhun - 48.8 km / 30.3 mi <br /> </p><p>The preferred airport for Ocean view Penthouse is Nene Tereza Intl. Airport (TIA) - 84 km / 52.2 mi </p>,"<p>HeadLine : In Velipoje</p><p>Location : With a stay at Ocean view Penthouse in Velipoje, you ll be 29.3 mi (47.2 km) from Kune Beach and 30.3 mi (48.8 km) from Rana e Hedhun.  This hotel is within the region of Velika Plaza Beach and Ladies Beach.</p><p>Rooms : Make yourself at home in one of the 3 air-conditioned rooms featuring kitchens with stovetops and microwaves. Rooms have private balconies. Complimentary wireless Internet access keeps you connected, and plasma televisions are provided for your entertainment. Conveniences include desks, and housekeeping is provided daily.</p><p>Dining : Wrap up your day with a drink at the poolside bar.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts cash</li>  </ul></p><p>Special Instructions : There is no front desk at this property.</p>",,Waterslide Free self parking Free parking nearby Children's pool Laundry facilities Smoke-free property Number of poolside bars - 1,41.860249|19.40442,355-68-2569461,,
AL,Albania,106078,Albanien,6130607,Twin Towers Hotel,ThreeStar,Sh. Nen Tereza  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Rana e Hedhun - 4.1 km / 2.5 mi <br /> Kune Beach - 5.6 km / 3.5 mi <br /> Scanderbeg Memorial - 6.6 km / 4.1 mi <br /> Tale Beach - 17.2 km / 10.7 mi <br /> Lagoon of Patokut - 27.3 km / 16.9 mi <br /> Festung Rozafa - 40.7 km / 25.3 mi <br /> Shkodra Castle - 40.8 km / 25.3 mi <br /> Shkoder Historical Museum - 43.2 km / 26.9 mi <br /> Loro Borici Stadium - 44 km / 27.3 mi <br /> Marubi Permanent Photo Exhibition - 44.1 km / 27.4 mi <br /> Lake Skadar - 46.8 km / 29.1 mi <br /> Preze Castle - 48.4 km / 30.1 mi <br /> Bazaar - 50.4 km / 31.3 mi <br /> Teqe - 50.4 km / 31.3 mi <br /> National Ethnographic Museum - 50.4 km / 31.3 mi <br /> </p><p>The nearest major airport is Nene Tereza Intl. Airport (TIA) - 50 km / 31.1 mi</p>,"<p>HeadLine : On the beach</p><p>Location : With a stay at Twin Towers Hotel, you ll be centrally located in Shengjin and within the region of Velika Plaza Beach.  This beach hotel is 2.4 mi (3.9 km) from Rana e Hedhun and 3.5 mi (5.6 km) from Kune Beach.</p><p>Rooms : Treat yourself to a stay in one of the 100 individually decorated guestrooms, featuring fireplaces and LCD televisions. Complimentary wired and wireless Internet access keeps you connected, and cable programming provides entertainment. Conveniences include phones, as well as safes and desks.</p><p>Dining : Take advantage of the hotel s room service (during limited hours). A complimentary buffet breakfast is served daily from 8:00 AM to 9:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li><li>Long-term renters welcome</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",,24-hour business center Conference space size (feet) - 2250 Free valet parking Conference space Free self parking elevator Laundry facilities Smoke-free property Free newspapers in lobby In-room accessibility (in select rooms) Free WiFi Free wired Internet Conference space size (meters) - 209 Number of meeting rooms - 2 Proposal/romance packages available Wheelchair accessible (may have limitations) Tasting room Wine release events Safe-deposit box at front desk Daily Mountain climbing nearby Conference center 24-hour front desk Free breakfast Winery attached Luggage storage Couples/private dining Private picnics Vineyard Free Buffet Breakfast Shopping mall on site Accessible bathroom (in select rooms) Roll-in shower (in select rooms),41.812228|19.595558,355-692035003,4503,
AL,Albania,106078,Albanien,6168879,Hotel Gorica,ThreeStar,Stiliano Bandilli  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Cobo Winery - 0.8 km / 0.5 mi <br /> Ethnographic Museum - 1.1 km / 0.7 mi <br /> Berat Castle - 1.5 km / 0.9 mi <br /> Onufri Museum - 1.6 km / 1 mi <br /> Kalasa - 2 km / 1.2 mi <br /> Mangalem Quarter - 2 km / 1.2 mi <br /> Churches & Chapels - 2 km / 1.2 mi <br /> Chapel of St Michael - 2 km / 1.2 mi <br /> Mount Shpirag - 21.7 km / 13.5 mi <br /> Tomorri Mountain National Park - 22.5 km / 14 mi <br /> Sotira s Waterfall - 42.8 km / 26.6 mi <br /> Nativity of the Virgin Ardenica Orthodox Monastery - 49.2 km / 30.6 mi <br /> </p>,"<p>HeadLine : Near Berat Castle</p><p>Location : Located in Berat, Hotel Gorica is within a 15-minute walk of Cobo Winery and Ethnographic Museum.  This hotel is 2 mi (3.2 km) from Onufri Museum and 2.1 mi (3.4 km) from Berat Castle.</p><p>Rooms : Make yourself at home in one of the 20 air-conditioned rooms featuring flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms feature showers with rainfall showerheads and complimentary toiletries. Conveniences include desks, and housekeeping is provided daily.</p><p>Dining : At Hotel Gorica, enjoy a satisfying meal at the restaurant. Wrap up your day with a drink at the bar/lounge. A complimentary buffet breakfast is served daily from 8:00 AM to 10:00 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards and cash</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",,Free Buffet Breakfast 24-hour front desk Free breakfast Free parking nearby Luggage storage Smoke-free property Daily Number of bars/lounges - 1 Dry cleaning/laundry service,40.702848|19.946195,355-693317438,5001,
AL,Albania,106078,Albanien,6172799,"Apartment With 3 Bedrooms in Elbasan, With Wonderful Mountain View, Furnished Balcony and Wifi",ThreeStar,"Ruga 25 Nentori 134 - Qarku i Elbasanit,Rrethi i Elbasanit  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Tirana East Gate - 35 km / 21.8 mi <br /> Mother Albania Statue - 35.2 km / 21.9 mi <br /> Artificial Lake of Tirana - 36 km / 22.4 mi <br /> Qemal Stafa Stadium - 37.5 km / 23.3 mi <br /> Caves of Pellumbas - 37.6 km / 23.4 mi <br /> Farka Lake - 38.1 km / 23.7 mi <br /> Palace of Congress - 38.1 km / 23.7 mi <br /> Pyramid - 38.3 km / 23.8 mi <br /> National Art Gallery - 38.4 km / 23.9 mi <br /> Municipality of Tirana - 38.6 km / 24 mi <br /> Ministry of Justice - 39.2 km / 24.4 mi <br /> Tirana Parliament - 40.2 km / 25 mi <br /> Artificial Lake Park Playground - 40.5 km / 25.2 mi <br /> Toptani Shopping Center - 40.6 km / 25.2 mi <br /> University of Tirana - 40.7 km / 25.3 mi <br /> </p><p>The nearest major airport is Nene Tereza Intl. Airport (TIA) - 55.8 km / 34.7 mi</p>,"<p>HeadLine : In Elbasan</p><p>Location : With a stay at this vacation home in Elbasan, you ll be 26 mi (41.8 km) from Skanderbeg Square and 26.1 mi (42 km) from Ministry of Defense.  This vacation home is 21.8 mi (35 km) from Tirana East Gate and 21.9 mi (35.2 km) from Mother Albania Statue.</p><p>Rooms : Make yourself comfortable in this vacation home, featuring a kitchen with a refrigerator and a stovetop. There s a private furnished balcony/patio. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Conveniences include a desk and a microwave.</p><p>CheckIn Instructions : Extra-person charges may apply and vary depending on property policy Government-issued photo identification and a cash deposit may be required at check-in for incidental charges Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed This property accepts debit or credit cards and credit cards</p><p>Special Instructions : There is no front desk at this property. Guests will receive an email with special check-in instructions.</p>",,Outdoor tennis court Internet access Smoke-free property Free parking nearby Free WiFi Free self parking Laundry facilities,41.109862|20.078954,33175435488,30016,
AL,Albania,110951,Berat,1185841,Palma Hotel,ThreeStar,IN FRON OF MAGALEMI BERAT ,,"The hotel is conveniently situated in the centre of Berat, overlooking both Berat Castle and the old quarter of Gorica. Osum River is just a half-hour walk or a 4-minute drive away. Places of interest include the Church of St. Mary of Blachernae, which is inside Berat Castle and dates back to the 13th century. Tirana International Airport is about 82 km away.

This small, air-conditioned city hotel has spectacular views and offers 24 rooms. Amenities include a 24-hour reception, a hotel safe, currency exchange facilities and a TV lounge. Guests can enjoy a drink at the bar and dine in the restaurant. Both wireless Internet access and parking are available. Guests can make use of the laundry services and the hotel also has wheelchair access.

All rooms feature a shower, bath and hairdryer, as well as a double bed, satellite/cable TV, a hifi and Internet access. Additional amenities include a safe, a minibar, a fridge, air conditioning, central heating and a balcony.

A buffet breakfast is served each morning.",00355692093812,Hotel American Express MasterCard Visa Mobile phone coverage Laundry service Air conditioning in public areas Hotel safe Currency exchange facilities Bar Restaurant Smoking area Air conditioning in Restaurant TV lounge Breakfast Breakfast buffet,40.704099|19.950139,032232143,5000,http://www.brpalmahotel.com/
AL,Albania,110951,Berat,1190885,Tomorri,ThreeStar,QUARTER 22 NENTORI BERAT ,,"The hotel is located very close to centre of Berat, less than 2 km (about 20 minutes' walk) away. Tirana is 127 km from the hotel. The nearby airport, Kucove Airport, is only 10.8 km away.

The architecture of the hotel is typical of the communist style, surrounded by tall palm trees. Built in 1975, the hotel offers guests 30 years' experience of service and tradition. The view from the terrace on the top floor, overlooking the old Mangalemi and Gorica districts, is spectacular.

The hotel provides convenient accommodation units.",+355 32 234 602,Conference room Hotel Bathroom Shower Hairdryer Direct dial telephone TV Minibar Individually adjustable air conditioning Central heating Balcony Laundry service Air conditioning in public areas Lift access Bar Restaurant,40.69891|19.96436,+355 32 234 462,1001,
AL,Albania,110951,Berat,1364666,Berati Hotel,ThreeStar,Rr. Veli Zaloshnja Berat ,,"Hotel Berati is located in the historical centre of Berati, just a few minutes away from all major attractions. It offers a restaurant and bar that serves traditional meals, while free Wi-Fi and free parking are included.

Rooms are air-conditioned and fitted with simple furnishings, satellite TV and a wardrobe. Private bathroom provides a shower. Laundry and dry cleaning services are available upon request.

The closest supermarket can be found 20 metres away. Historic sights such as the Old Town and the The Lead Mosque can be reached in a 2-minute walk. The Berat Castle, dating back to the 13th century, can be found 500 metres away.

Guests can also find the Tomorri National Park 60 km away, while rafting on Osum River can be enjoyed 50 km from Berati Hotel. Local buses stop just a few steps away, while Tirana and the international airport are 110 km from the property. In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",35542233913,Parking Room service meeting/banquet facilities Bar 24-hour front desk Air conditioning Terrace Non-smoking rooms Laundry dry cleaning Barber/beauty shop Family rooms breakfast in the room Ironing service Free parking internet services express check-in/check-out Safety Deposit Box Currency exchange Packed lunches Heating Fax/photocopying Luggage storage wifi Free WiFi Non-smoking throughout designated smoking area ATM/cash machine on site Snack Bar Sun terrace Private check-in/check-out Special diet menus (on request) Lockers shared lounge/TV area minimarket on site Daily housekeeping grocery deliveries parking on site Kid meals Kid-friendly buffet secured parking Street parking Accessible parking Wine/champagne Fruits coffee house on site Outdoor furniture Pub crawls Tour or class about local culture 24-hour security Key access Security alarm Smoke alarms Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays thermometers for guests provided by property face masks for guests available guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available cashless payment available physical distancing rules followed mobile app for room service screens or physical barriers placed between staff and guests in appropriate areas invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered,40.70444|19.95436,0035542268822,5000,https://www.booking.com/hotel/al/berati.html
AL,Albania,110951,Berat,1377167,Hotel Mangalemi,FourStar,Rruga Mihal Komneno Berat ,,,0035542268822,,40.70587|19.95111,355 682323238,5001,https://www.booking.com/hotel/al/mangalemi.html
AL,Albania,110951,Berat,1377399,Residenca Desaret,FourStar,Rruga Dr.Lluka 0 5001 Berat ,,,38118526210,,40.7063|19.952,0038118589403,5001,https://www.booking.com/hotel/al/rezidenca-desaret.html
AL,Albania,110951,Berat,1382732,Hotel Guva Mangalem,ThreeStar,L. Mangalem Lagja MangalemBerat ,,,35542268822,,40.70455|19.94848,00355 32230014,5001,https://www.booking.com/hotel/al/guva-mangalem.html
AL,Albania,110951,Berat,1385047,Hotel Muzaka,FourStar,Gorice Berat ,,"Featuring an on-site restaurant, Hotel Muzaka is right next to the river Osum and 500 metres from the centre of Berat. Set in a traditional building, it offers air-conditioned rooms with free Wi-Fi access. The UNESCO-listed Berat Castle is 1.5 km away.

Rooms here will provide you with a flat-screen satellite TV and a minibar. Featuring a shower, private bathrooms also come with free toiletries and towels. Some rooms are decorated with wooden beams.

At Hotel Muzakas restaurant guests can enjoy their breakfast and Italian cuisine. A terrace and a bar are also available.

The nearest grocery store and a bus station are 500 metres away. Excursions to Bogova Waterfall, Tomor Mountain and rafting on Osum River can be arranged in local agencies. Free on-site parking is provided.",0035542268822,Private check-in/check-out Special diet menus (on request) shared lounge/TV area Daily housekeeping parking on site Private parking wifi available in all areas secured parking Street parking Parking Restaurant Room service Bar 24-hour front desk Garden Terrace Non-smoking rooms Laundry dry cleaning Ironing service Free parking internet services Valet parking Currency exchange Packed lunches Heating Fax/photocopying wifi Free WiFi Non-smoking throughout Air conditioning Snack Bar Wine/champagne coffee house on site use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered thermometers for guests provided by property face masks for guests available,40.70349|19.9487,0035542268822,5001,https://www.booking.com/hotel/al/muzaka.html
AL,Albania,110951,Berat,1397282,Nasho Vruho Hotel,ThreeStar,Xhymyrteka Road Mangalem Mangalem5001 Berat ,,,0038118526210,,40.70519|19.95006,00355 (0) 445 384 80,5001,https://www.booking.com/hotel/al/nasho-vruho.html
AL,Albania,110951,Berat,1397589,Antipatrea Hotel,FourStar,Antipatrea Street 5002 Berat ,,,0038118589403,,40.70458|19.95403,+355 32 230 398,5002,https://www.booking.com/hotel/al/antipatrea.html
AL,Albania,110951,Berat,1398685,Hotel Klea,All,Lagja Kala 70 Metres form the Castle Gate5002 BeratCastle District ,,"Hotel Klea is in the Castle of Berat, just 40 meters from the main gate. Set in a traditional house, it offers free WiFi access in public areas and a 24-hour front desk, a garden and a terrace.

All rooms include air conditioning, a TV and a desk as well as a bathroom with a bathtub and a shower.

The on-site restaurant of Hotel Klea serves traditional homemade dishes. Other facilities offered at the property include grocery deliveries, a shared lounge and a tour desk.

An array of activities can be enjoyed on site or in the surroundings, including hiking. Free private parking is available on site and Tirana Airport is 81 km away.",,Parking Special diet menus (on request) shared lounge/TV area Restaurant Room service Bar 24-hour front desk Garden Terrace Non-smoking rooms Laundry Facilities for disabled guests minimarket on site Daily housekeeping grocery deliveries parking on site Private parking Kid meals Wine/champagne breakfast in the room Ironing service Free parking internet services Currency exchange Hiking Packed lunches Tour desk Heating Fax/photocopying wifi Free WiFi Air conditioning Snack Bar,40.70969|19.94503,,5002,https://www.booking.com/hotel/al/klea.html
